product_id,product_name,brand,price,original_price,discount_percentage,discount_amount,rating,ratings_count,reviews_count,display_size,display_type,screen_resolution,battery_life,battery_capacity,water_resistance,bluetooth_version,compatibility,heart_rate_monitor,blood_oxygen_monitor,sleep_tracker,sports_modes,gps,bluetooth_calling,strap_material,strap_color,weight,warranty,availability,scraped_at,touch_screen,charging_time,stress_monitor,step_counter,calorie_tracker,nfc_payments,music_control,camera_control,voice_assistant,notifications,reminders,case_material,dimensions,in_the_box,launch_date,source
SW10294,Samsung Gear Sport Ultra Heart Rate Monitor,Samsung,21849,33152,34,11303,4.7,1351,19047,"1.8""",AMOLED,401x337 pixels,3 days,408 mAh,IP68,5.3,Android,Yes,Yes,Yes,127,Yes,Yes,Metal,Gold,73 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Plastic,48x42x13 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10295,Fitbit Charge Female Health Tracking,Fitbit,14036,20667,32,6631,4.3,28120,6880,"1.8""",OLED,422x324 pixels,9 days,481 mAh,3ATM,5.2,iOS,Yes,No,Yes,86,No,Yes,TPU,Red,49 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber,45x37x12 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10296,Realme TechLife Max Music Control,Realme,7032,10938,35,3906,4.3,32180,12210,"1.4""",LCD,441x377 pixels,21 days,438 mAh,5ATM,5.0,iOS,Yes,No,Yes,79,No,Yes,Silicone,Green,36 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,47x45x15 mm,"Smartwatch, Charging Cable, User Manual",12/2022,Flipkart
SW10297,Fastrack Reflex Plus Sports Modes,Fastrack,4252,4892,13,640,3.9,12005,5182,"1.3""",TFT,401x382 pixels,7 days,396 mAh,Water Resistant,5.0,iOS,No,No,Yes,96,No,Yes,Polycarbonate,Green,47 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,42x45x14 mm,"Smartwatch, Charging Cable, User Manual",11/2024,Flipkart
SW10298,boAt Flash 3 Heart Rate Monitor,boAt,4349,5625,22,1276,4.3,12929,13617,"1.3""",LCD,389x408 pixels,10 days,342 mAh,IP68,5.0,Android,No,No,Yes,85,No,Yes,Nylon,Brown,54 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,42x39x11 mm,"Smartwatch, Charging Cable, User Manual",12/2023,Flipkart
SW10299,Garmin Venu Max AMOLED Display,Garmin,40013,48151,16,8138,4.2,4707,9490,"2.2""",AMOLED,444x324 pixels,5 days,402 mAh,IP68,5.3,Android,Yes,Yes,Yes,105,Yes,Yes,Polycarbonate,Brown,56 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,47x37x10 mm,"Smartwatch, Charging Cable, User Manual",1/2022,Flipkart
SW10300,Fire-Boltt Phonism Plus AMOLED Display,Fire-Boltt,1909,2486,23,577,4.5,11854,15629,"1.3""",LCD,448x340 pixels,13 days,581 mAh,5ATM,5.0,Android,Yes,No,Yes,61,No,No,Silicone,Brown,48 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,48x41x11 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10301,Ambrane Stride Music Control,Ambrane,1952,3489,44,1537,4.7,13270,613,"1.3""",TFT,370x373 pixels,10 days,304 mAh,5ATM,5.0,Android,Yes,No,Yes,99,No,No,Nylon,Purple,32 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,46x37x11 mm,"Smartwatch, Charging Cable, User Manual",4/2022,Flipkart
SW10302,Samsung Gear Sport 3 Music Control,Samsung,29932,37723,20,7791,3.9,40432,6441,"1.8""",AMOLED,344x449 pixels,6 days,268 mAh,3ATM,5.3,Android & iOS,Yes,Yes,Yes,135,Yes,Yes,Nylon,Purple,60 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Metal,43x42x12 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10303,Apple Watch Series Ultra Weather Display,Apple,55098,89853,38,34755,4.7,30078,794,"2.2""",AMOLED,330x323 pixels,4 days,233 mAh,3ATM,5.3,Android,Yes,Yes,Yes,109,Yes,Yes,Polycarbonate,Blue,71 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber,45x35x14 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10304,Boult Bolt Lite Camera Control,Boult,4701,8361,43,3660,4.4,10688,8833,"1.4""",LCD,423x380 pixels,18 days,479 mAh,IP67,5.0,Android & iOS,No,Yes,Yes,51,No,No,Metal,Green,53 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,48x35x15 mm,"Smartwatch, Charging Cable, User Manual",3/2024,Flipkart
SW10305,Xiaomi Mi Band SpO2 Monitor,Xiaomi,4034,6472,37,2438,4.0,16607,14842,"1.3""",TFT,370x379 pixels,18 days,493 mAh,IP68,5.0,iOS,Yes,No,Yes,60,No,No,Nylon,Silver,43 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,41x37x15 mm,"Smartwatch, Charging Cable, User Manual",2/2022,Flipkart
SW10306,Realme Watch Lite Bluetooth Calling,Realme,7812,9350,16,1538,3.9,49394,16378,"1.2""",TFT,360x376 pixels,10 days,274 mAh,5ATM,5.0,Android & iOS,No,No,Yes,50,No,No,Silicone,Silver,71 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,41x45x14 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10307,Boult Bolt 2 Sports Modes,Boult,1670,2540,34,870,4.5,12611,18166,"1.2""",TFT,377x334 pixels,13 days,504 mAh,5ATM,5.0,iOS,No,Yes,Yes,89,No,No,Metal,Black,69 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,40x40x14 mm,"Smartwatch, Charging Cable, User Manual",8/2022,Flipkart
SW10308,Boult Bolt Plus Voice Assistant,Boult,5922,8397,29,2475,4.4,16590,11591,"1.4""",LCD,427x365 pixels,15 days,250 mAh,3ATM,5.0,Android & iOS,No,Yes,Yes,52,No,No,Metal,Purple,41 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,47x36x15 mm,"Smartwatch, Charging Cable, User Manual",3/2024,Flipkart
SW10309,Boult Drift Pro Camera Control,Boult,2790,3666,23,876,4.7,45492,8404,"1.2""",LCD,352x443 pixels,8 days,296 mAh,IP68,5.0,iOS,Yes,Yes,Yes,85,No,Yes,Polycarbonate,Purple,58 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,47x42x11 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10310,Xiaomi Mi Band Lite Sleep Tracking,Xiaomi,4359,7530,42,3171,4.0,21580,13015,"1.4""",TFT,421x335 pixels,21 days,579 mAh,IP67,5.0,iOS,Yes,Yes,Yes,59,No,Yes,Nylon,Silver,72 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,42x40x10 mm,"Smartwatch, Charging Cable, User Manual",9/2024,Flipkart
SW10311,Fastrack Reflex Ultra Weather Display,Fastrack,2522,3716,32,1194,4.6,48611,10206,"1.2""",TFT,330x350 pixels,18 days,521 mAh,IP67,5.0,Android,No,Yes,Yes,76,No,No,Leather,Red,79 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,50x41x12 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10312,Sonata Essence 3 Sleep Tracking,Sonata,1134,1542,26,408,4.3,1078,14918,"1.3""",TFT,431x396 pixels,19 days,349 mAh,5ATM,5.0,iOS,No,No,Yes,55,No,No,TPU,Brown,52 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,49x45x15 mm,"Smartwatch, Charging Cable, User Manual",10/2022,Flipkart
SW10313,Garmin Forerunner Ultra AMOLED Display,Garmin,26279,36556,28,10277,4.6,6289,12340,"2.0""",AMOLED,395x424 pixels,6 days,554 mAh,3ATM,5.3,iOS,Yes,Yes,Yes,141,Yes,Yes,Metal,Silver,34 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plastic,45x38x15 mm,"Smartwatch, Charging Cable, User Manual",5/2022,Flipkart
SW10314,Realme Watch Max Stress Monitoring,Realme,2374,3398,30,1024,4.3,35555,19369,"1.3""",TFT,417x387 pixels,19 days,566 mAh,IP68,5.0,iOS,Yes,No,Yes,58,No,Yes,Nylon,Brown,77 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,42x41x14 mm,"Smartwatch, Charging Cable, User Manual",6/2024,Flipkart
SW10315,Noise ColorFit Pro Plus Camera Control,Noise,7178,11660,38,4482,4.5,48513,9472,"1.3""",TFT,351x448 pixels,18 days,591 mAh,IP68,5.0,iOS,Yes,Yes,Yes,98,No,Yes,TPU,Blue,73 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,45x42x11 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10316,Sonata Smart Max AMOLED Display,Sonata,1781,3025,41,1244,4.0,39358,17112,"1.3""",TFT,397x341 pixels,12 days,276 mAh,5ATM,5.0,iOS,Yes,No,Yes,75,No,Yes,Leather,Purple,30 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,42x45x10 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10317,Samsung Gear Sport Lite Female Health Tracking,Samsung,13981,18881,25,4900,4.0,17827,15910,"1.6""",AMOLED,384x362 pixels,10 days,580 mAh,IP67,5.2,iOS,Yes,Yes,Yes,80,No,Yes,Nylon,Pink,49 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,45x41x13 mm,"Smartwatch, Charging Cable, User Manual",8/2022,Flipkart
SW10318,Huami Amazfit GTS 4 Heart Rate Monitor,Huami,9450,12355,23,2905,4.4,12562,13102,"1.6""",OLED,383x321 pixels,11 days,504 mAh,3ATM,5.2,Android & iOS,Yes,No,Yes,113,Yes,No,Silicone,Green,46 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Metal,48x40x12 mm,"Smartwatch, Charging Cable, User Manual",3/2024,Flipkart
SW10319,Titan Smart Lite Heart Rate Monitor,Titan,10753,13610,20,2857,4.1,25933,7544,"1.6""",OLED,419x368 pixels,7 days,557 mAh,5ATM,5.2,Android,Yes,No,Yes,105,Yes,Yes,Silicone,Gold,61 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,47x35x12 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10320,Apple Watch SE 3 Camera Control,Apple,30375,39596,23,9221,4.7,27714,9217,"1.8""",AMOLED,322x356 pixels,5 days,541 mAh,IP68,5.3,Android,Yes,Yes,Yes,130,Yes,Yes,Silicone,Green,76 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,42x44x14 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10321,boAt Xtend Pro AMOLED Display,boAt,8308,10485,20,2177,4.6,26765,16507,"1.8""",AMOLED,413x400 pixels,10 days,547 mAh,IP67,5.2,Android & iOS,Yes,Yes,Yes,115,No,No,Silicone,Pink,71 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber,48x44x13 mm,"Smartwatch, Charging Cable, User Manual",8/2022,Flipkart
SW10322,CrossBeats Ignite Pro Notification Alerts,CrossBeats,4376,7285,39,2909,4.0,37304,14634,"1.2""",TFT,448x429 pixels,8 days,230 mAh,3ATM,5.0,Android,No,Yes,Yes,80,No,No,Metal,Purple,69 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,48x40x10 mm,"Smartwatch, Charging Cable, User Manual",1/2024,Flipkart
SW10323,Samsung Galaxy Fit Pro Bluetooth Calling,Samsung,13945,16177,13,2232,4.5,29474,10572,"1.6""",AMOLED,443x352 pixels,8 days,228 mAh,5ATM,5.2,Android,Yes,Yes,Yes,101,Yes,No,Nylon,Black,62 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,42x44x12 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10324,Ambrane Stride Camera Control,Ambrane,2445,3900,37,1455,4.8,25051,7011,"1.3""",LCD,448x384 pixels,7 days,524 mAh,3ATM,5.0,Android,No,Yes,Yes,60,No,Yes,Silicone,Silver,44 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,50x38x15 mm,"Smartwatch, Charging Cable, User Manual",2/2024,Flipkart
SW10325,Titan Juxt Lite Weather Display,Titan,9855,11696,15,1841,4.6,47990,16276,"1.8""",OLED,357x392 pixels,7 days,317 mAh,IP68,5.2,Android & iOS,Yes,No,Yes,116,No,Yes,Nylon,Green,41 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,47x36x10 mm,"Smartwatch, Charging Cable, User Manual",2/2024,Flipkart
SW10326,OnePlus Band Lite Weather Display,OnePlus,12463,19979,37,7516,4.7,883,5486,"1.6""",OLED,402x329 pixels,11 days,350 mAh,IP68,5.2,iOS,Yes,Yes,Yes,104,Yes,No,Nylon,Silver,70 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Metal,44x37x12 mm,"Smartwatch, Charging Cable, User Manual",12/2023,Flipkart
SW10327,Samsung Galaxy Fit Max Sleep Tracking,Samsung,28752,43057,33,14305,4.5,7974,11435,"2.0""",AMOLED,443x361 pixels,6 days,467 mAh,3ATM,5.3,iOS,Yes,Yes,Yes,100,Yes,Yes,TPU,Blue,62 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Plastic,44x45x12 mm,"Smartwatch, Charging Cable, User Manual",3/2024,Flipkart
SW10328,Ambrane Stride Ultra Music Control,Ambrane,3642,4286,15,644,4.5,46966,9182,"1.2""",TFT,324x329 pixels,10 days,586 mAh,Water Resistant,5.0,Android,Yes,No,Yes,58,No,Yes,Nylon,Blue,64 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,49x45x13 mm,"Smartwatch, Charging Cable, User Manual",9/2023,Flipkart
SW10329,Titan Smart 3 Bluetooth Calling,Titan,3060,4019,23,959,4.0,38801,15802,"1.2""",LCD,415x345 pixels,14 days,234 mAh,IP68,5.0,Android & iOS,No,No,Yes,81,No,Yes,Silicone,Brown,62 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,41x37x12 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10330,OnePlus Watch Plus Bluetooth Calling,OnePlus,3117,5151,39,2034,4.8,28755,12339,"1.2""",LCD,421x416 pixels,10 days,449 mAh,IP67,5.0,Android,Yes,Yes,Yes,55,No,No,Polycarbonate,Brown,70 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,50x39x14 mm,"Smartwatch, Charging Cable, User Manual",10/2024,Flipkart
SW10331,Boult Bolt Ultra Weather Display,Boult,3489,5222,33,1733,4.4,45541,18281,"1.4""",TFT,436x437 pixels,15 days,467 mAh,3ATM,5.0,iOS,No,No,Yes,73,No,No,Silicone,Blue,56 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,40x43x12 mm,"Smartwatch, Charging Cable, User Manual",9/2023,Flipkart
SW10332,Fitbit Charge Max Stress Monitoring,Fitbit,22891,33265,31,10374,3.9,48494,11632,"2.2""",AMOLED,338x323 pixels,3 days,227 mAh,Water Resistant,5.3,iOS,Yes,Yes,Yes,183,Yes,Yes,Leather,Black,44 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Metal,49x36x11 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10333,Fastrack Revolt 2 GPS Navigation,Fastrack,3293,4637,28,1344,4.6,17632,18029,"1.3""",LCD,339x337 pixels,11 days,423 mAh,3ATM,5.0,iOS,No,Yes,Yes,51,No,Yes,Leather,Purple,74 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,41x43x14 mm,"Smartwatch, Charging Cable, User Manual",12/2023,Flipkart
SW10334,Samsung Galaxy Fit 4 Music Control,Samsung,16797,28100,40,11303,4.5,21556,2409,"1.8""",OLED,387x387 pixels,12 days,408 mAh,IP68,5.2,iOS,Yes,No,Yes,103,No,Yes,TPU,Green,66 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,43x39x12 mm,"Smartwatch, Charging Cable, User Manual",3/2024,Flipkart
SW10335,Samsung Galaxy Fit Lite Weather Display,Samsung,23358,38248,38,14890,4.7,13931,10001,"2.2""",AMOLED,379x393 pixels,4 days,222 mAh,IP68,5.3,Android & iOS,Yes,Yes,Yes,147,Yes,Yes,Polycarbonate,Red,50 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Metal,49x42x12 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10336,Fastrack Revolt 2 Music Control,Fastrack,3178,4785,33,1607,3.9,28024,3510,"1.2""",LCD,321x402 pixels,16 days,454 mAh,5ATM,5.0,iOS,No,Yes,Yes,76,No,No,Silicone,Red,60 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,42x41x10 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10337,OnePlus Band 2 Heart Rate Monitor,OnePlus,3981,6781,41,2800,4.6,40945,4915,"1.3""",LCD,421x429 pixels,10 days,316 mAh,Water Resistant,5.0,iOS,No,Yes,Yes,85,No,No,TPU,Black,61 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,46x35x15 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10338,OnePlus Watch Plus GPS Navigation,OnePlus,10024,15164,33,5140,3.9,13593,17367,"1.8""",AMOLED,418x420 pixels,10 days,200 mAh,Water Resistant,5.2,Android,Yes,Yes,Yes,84,No,Yes,TPU,Red,65 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,45x42x15 mm,"Smartwatch, Charging Cable, User Manual",5/2024,Flipkart
SW10339,boAt Flash Max Heart Rate Monitor,boAt,3470,4527,23,1057,4.3,17085,9404,"1.4""",LCD,407x334 pixels,8 days,287 mAh,Water Resistant,5.0,Android,Yes,No,Yes,71,No,Yes,Leather,Blue,64 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,48x37x11 mm,"Smartwatch, Charging Cable, User Manual",1/2024,Flipkart
SW10340,Boult Drift Pro Water Resistance,Boult,1609,2779,42,1170,4.3,27346,1361,"1.3""",LCD,438x384 pixels,9 days,539 mAh,3ATM,5.0,Android,Yes,Yes,Yes,86,No,Yes,Leather,Purple,45 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,50x44x15 mm,"Smartwatch, Charging Cable, User Manual",5/2023,Flipkart
SW10341,Sonata Essence 3 GPS Navigation,Sonata,2142,2869,25,727,4.1,4734,19752,"1.4""",TFT,369x372 pixels,15 days,236 mAh,IP67,5.0,Android,Yes,Yes,Yes,75,No,Yes,Nylon,Green,42 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,46x44x15 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10342,CrossBeats Elevate 2 Sports Modes,CrossBeats,8994,12080,25,3086,3.8,35403,1358,"1.8""",OLED,442x393 pixels,14 days,324 mAh,IP67,5.2,iOS,Yes,Yes,Yes,116,No,No,Polycarbonate,Green,76 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,40x45x10 mm,"Smartwatch, Charging Cable, User Manual",4/2023,Flipkart
SW10343,Sonata Smart Water Resistance,Sonata,2096,3104,32,1008,3.9,2059,8184,"1.2""",TFT,393x417 pixels,14 days,262 mAh,Water Resistant,5.0,iOS,Yes,No,Yes,63,No,Yes,Polycarbonate,Red,80 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,42x45x15 mm,"Smartwatch, Charging Cable, User Manual",2/2022,Flipkart
SW10344,Realme TechLife Voice Assistant,Realme,6264,9480,33,3216,4.6,3195,7905,"1.4""",LCD,353x371 pixels,20 days,442 mAh,3ATM,5.0,iOS,No,No,Yes,62,No,No,Silicone,Brown,55 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,44x36x13 mm,"Smartwatch, Charging Cable, User Manual",5/2024,Flipkart
SW10345,Samsung Galaxy Fit 3 Bluetooth Calling,Samsung,20334,27375,25,7041,4.3,16070,11179,"2.2""",AMOLED,343x380 pixels,7 days,247 mAh,3ATM,5.3,Android & iOS,Yes,Yes,Yes,194,Yes,Yes,Metal,Purple,32 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber,47x39x10 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10346,Huami Amazfit GTS Plus Voice Assistant,Huami,3526,4406,19,880,4.1,20940,16862,"1.3""",LCD,413x425 pixels,12 days,519 mAh,IP68,5.0,Android,No,No,Yes,56,No,No,Silicone,Blue,51 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,50x36x13 mm,"Smartwatch, Charging Cable, User Manual",5/2023,Flipkart
SW10347,Fitbit Sense 2 Female Health Tracking,Fitbit,21976,32783,32,10807,4.5,14248,13598,"2.0""",AMOLED,413x360 pixels,7 days,492 mAh,3ATM,5.3,iOS,Yes,Yes,Yes,181,Yes,Yes,TPU,Green,69 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plastic,41x35x14 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10348,CrossBeats Ignite Plus Sleep Tracking,CrossBeats,6509,8608,24,2099,4.7,37785,1695,"1.3""",TFT,363x357 pixels,19 days,283 mAh,IP68,5.0,iOS,No,Yes,Yes,97,No,Yes,TPU,Brown,59 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,41x35x15 mm,"Smartwatch, Charging Cable, User Manual",1/2023,Flipkart
SW10349,Noise ColorFit Icon Female Health Tracking,Noise,5160,6000,14,840,4.6,31367,14183,"1.4""",LCD,379x323 pixels,11 days,364 mAh,3ATM,5.0,Android,Yes,Yes,Yes,70,No,Yes,Leather,Brown,42 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,45x43x13 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10350,Xiaomi Mi Band Ultra Music Control,Xiaomi,4103,6612,37,2509,4.7,29475,3180,"1.3""",LCD,339x440 pixels,8 days,563 mAh,IP67,5.0,Android & iOS,No,No,Yes,74,No,No,Silicone,Pink,70 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,48x45x11 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10351,Ambrane Stride Lite Sleep Tracking,Ambrane,2226,3055,27,829,4.3,34083,11747,"1.2""",TFT,345x424 pixels,13 days,345 mAh,IP67,5.0,Android,No,Yes,Yes,82,No,Yes,Nylon,Gold,75 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,44x41x10 mm,"Smartwatch, Charging Cable, User Manual",8/2024,Flipkart
SW10352,Ambrane Curve Pro Notification Alerts,Ambrane,1605,1872,14,267,4.3,32338,8412,"1.3""",TFT,441x324 pixels,11 days,346 mAh,IP67,5.0,Android & iOS,No,No,Yes,65,No,Yes,Silicone,Green,32 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,42x36x15 mm,"Smartwatch, Charging Cable, User Manual",5/2023,Flipkart
